Flow Duration,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Flow IAT Mean,Flow IAT Min,Fwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Labelb
887917,26,20,8.666666667000001,5840,0,126845.2857,4,197,72,112,3.37869418,5.631156966,0,0,1,8192,229,20,1
706249,26,20,8.666666667000001,4380,0,88281.125,12,117,72,132,4.247793625,8.49558725,0,0,2,8192,229,20,1
38222,26,20,8.666666667000001,5840,0,4777.75,10,10,72,132,78.48882842,156.97765680000003,0,0,2,8192,229,20,1
113352,26,20,8.666666667000001,5840,0,16193.14286,3,97,72,112,26.46622909,44.11038182,0,0,1,8192,229,20,1
101870,26,20,8.666666667000001,4380,0,14552.85714,26,502,72,112,29.44929813,49.08216354,0,0,1,8192,229,20,1
3003954,24,6,6.0,0,0,1001318.0,4,4,80,0,1.331578313,0.0,6,0,0,256,-1,20,1
858018,30,6,6.0,0,0,214504.5,0,0,100,0,5.827383575,0.0,6,0,0,256,-1,20,1
854010,24,6,6.0,0,0,284670.0,1,1,80,0,4.683785904,0.0,6,0,0,256,-1,20,1
305576,26,20,8.666666667000001,11595,0,50929.33333,44,165,72,92,9.817524937,13.09003325,0,0,1,8192,229,20,1
624952,26,20,8.666666667000001,4380,0,78119.0,4,4,72,132,4.800368668,9.600737337,0,0,2,8192,229,20,1
8826787,24,6,6.0,0,0,2942262.333,4,4,80,0,0.453166027,0.0,6,0,0,256,-1,20,1
8021778,30,6,6.0,0,0,2005444.5,1,1,100,0,0.623303213,0.0,6,0,0,256,-1,20,1
303054,26,20,8.666666667000001,4380,0,33672.66667,29,135,72,152,9.899225881,23.09819372,0,0,2,8192,229,20,1
891505,26,20,8.666666667000001,8760,0,127357.8571,1,98,72,112,3.365096102,5.608493502999999,0,0,1,8192,229,20,1
1625453,26,20,8.666666667000001,8760,0,270908.8333,68,311,72,92,1.845639339,2.460852452,0,0,1,8192,229,20,1
2224207,24,6,6.0,0,0,741402.3333,4,4,80,0,1.798393765,0.0,6,0,0,256,-1,20,1
1355722,26,20,8.666666667000001,5840,0,193674.5714,90,295,72,112,2.212843046,3.688071743,0,0,1,8192,229,20,1
314127,26,20,8.666666667000001,5840,0,39265.875,3,60,72,132,9.550277436,19.10055487,0,0,2,8192,229,20,1
808520,26,20,8.666666667000001,11595,0,134753.3333,64,202,72,92,3.710483352,4.947311136000001,0,0,1,8192,229,20,1
815141,26,20,8.666666667000001,5840,0,101892.625,3,76,72,132,3.680344873,7.360689746,0,0,2,8192,229,20,1
9661,26,20,8.666666667000001,5840,0,1073.444444,1,1,72,152,310.5268606,724.5626747,0,0,2,8192,229,20,1
8145805,24,6,6.0,0,0,2715268.333,1,1,80,0,0.491050301,0.0,6,0,0,256,-1,20,1
80388,26,20,8.666666667000001,5840,0,10048.5,1,1,72,132,37.31900284,74.63800567,0,0,2,8192,229,20,1
713399,26,20,8.666666667000001,7215,0,101914.1429,13,144,72,112,4.205220361,7.008700601,0,0,1,8192,229,20,1
6163815,24,6,6.0,0,0,2054605.0,231,231,80,0,0.648948744,0.0,6,0,0,256,-1,20,1
4864208,24,6,6.0,0,0,1621402.667,998,998,80,0,0.822333255,0.0,6,0,0,256,-1,20,1
100024,24,6,6.0,0,0,33341.33333,3,3,80,0,39.9904023,0.0,6,0,0,256,-1,20,1
13196685,24,6,6.0,0,0,4398895.0,3,3,80,0,0.303106424,0.0,6,0,0,256,-1,20,1
39341,26,20,8.666666667000001,8760,0,6556.833333,34,662,72,92,76.25632292,101.6750972,0,0,1,8192,229,20,1
857045,26,20,8.666666667000001,11595,0,142840.8333,3,3,72,92,3.500399629,4.667199505,0,0,1,8192,229,20,1
7333815,24,6,6.0,0,0,2444605.0,4,4,80,0,0.545418721,0.0,6,0,0,256,-1,20,1
733690,26,20,8.666666667000001,5840,0,104812.8571,2,44,72,112,4.088920389,6.814867315,0,0,1,8192,229,20,1
5327902,24,6,6.0,0,0,1775967.333,1,1,80,0,0.75076456,0.0,6,0,0,256,-1,20,1
120860,26,20,8.666666667000001,10135,0,17265.71429,5,80,72,112,24.82210822,41.37018037,0,0,1,8192,229,20,1
104636,26,20,8.666666667000001,5840,0,17439.33333,45,652,72,92,28.67082075,38.227761,0,0,1,8192,229,20,1
101981,26,20,8.666666667000001,5840,0,16996.83333,45,527,72,92,29.41724439,39.22299252,0,0,1,8192,229,20,1
118989,26,20,8.666666667000001,11595,0,19831.5,6,49,72,92,25.21241459,33.61655279,0,0,1,8192,229,20,1
272703,26,20,8.666666667000001,7215,0,38957.57143,4,49,72,112,11.00097909,18.33496515,0,0,1,8192,229,20,1
9455784,30,6,6.0,0,0,2363946.0,1,1,100,0,0.528776884,0.0,6,0,0,256,-1,20,1
48232,26,20,8.666666667000001,11595,0,8038.666667,55,128,72,92,62.19936971,82.93249295,0,0,1,8192,229,20,1
515237,26,20,8.666666667000001,8675,0,73605.28571,35,89,72,112,5.822563209,9.704272015,0,0,1,8192,229,20,1
861032,26,20,8.666666667000001,5840,0,123004.5714,4,49,72,112,3.484191064,5.806985106,0,0,1,8192,229,20,1
6288134,24,6,6.0,0,0,2096044.667,299,299,80,0,0.63611876,0.0,6,0,0,256,-1,20,1
3167222,24,6,6.0,0,0,1055740.667,320,320,80,0,1.2629364159999998,0.0,6,0,0,256,-1,20,1
3063925,24,6,6.0,0,0,1021308.333,3,3,80,0,1.305514985,0.0,6,0,0,256,-1,20,1
1048992,24,6,6.0,0,0,349664.0,1,1,80,0,3.813184467,0.0,6,0,0,256,-1,20,1
391248,26,20,8.666666667000001,8760,0,65208.0,54,722,72,92,7.667770826,10.22369443,0,0,1,8192,229,20,1
71714058,56,20,7.0,10135,0,6519459.818,0,0,172,92,0.111554139,0.05577707,0,0,0,256,229,20,1
72530270,56,20,7.0,5840,0,6593660.909,3,3,172,92,0.110298776,0.055149388,0,0,0,256,229,20,1
71950031,56,20,7.0,8760,0,6540911.909,39,220,172,92,0.1111882769999999,0.055594139,0,0,0,256,229,20,1
71965349,56,20,7.0,8760,0,6542304.455,1,1,172,92,0.111164611,0.055582305,0,0,0,256,229,20,1
1215935,26,20,8.666666667000001,4380,0,151991.875,27,427,72,132,2.467237147,4.934474293,0,0,2,8192,229,20,1
1214402,26,20,8.666666667000001,4380,0,134933.5556,14,521,72,152,2.470351663,5.76415388,0,0,2,8192,229,20,1
1165321,26,20,8.666666667000001,5840,0,166474.4286,45,154,72,112,2.574397956,4.290663259,0,0,1,8192,229,20,1
71148319,62,20,6.888888889,4380,0,5082022.786,2,2,192,132,0.126496313,0.084330875,0,0,0,256,229,20,1
71227653,56,20,7.0,8675,0,6475241.182,59,186,172,92,0.112315929,0.056157964,0,0,0,256,229,20,1
48052,26,20,8.666666667000001,5840,0,6006.5,46,217,72,132,62.43236494,124.8647299,0,0,2,8192,229,20,1
71246186,56,20,7.0,11595,0,6476926.0,1,1,172,92,0.112286712,0.056143356,0,0,0,256,229,20,1
1837706,26,20,8.666666667000001,10135,0,262529.4286,1,1,72,112,1.632470047,2.720783411,0,0,1,8192,229,20,1
857100,26,20,8.666666667000001,7215,0,122442.8571,4,48,72,112,3.500175009,5.833625015,0,0,1,8192,229,20,1
108952,26,20,8.666666667000001,7215,0,15564.571430000002,4,17,72,112,27.53506131,45.89176885,0,0,1,8192,229,20,1
109320,26,20,8.666666667000001,5840,0,13665.0,3,3,72,132,27.44237102,54.88474204,0,0,2,8192,229,20,1
1776105,26,20,8.666666667000001,4380,0,222013.125,2,60,72,132,1.6890893269999998,3.378178655,0,0,2,8192,229,20,1
1048363,26,20,8.666666667000001,7215,0,149766.1429,63,63,72,112,2.861604234,4.769340391,0,0,1,8192,229,20,1
71170688,56,20,7.0,4380,0,5474668.307999998,0,0,172,132,0.112405826,0.08430437,0,0,0,256,229,20,1
70212011,56,20,7.0,8760,0,6382910.091,1,1,172,92,0.113940619,0.05697031,0,0,0,256,229,20,1
70307322,62,20,6.888888889,8760,0,5408255.538,1,1,192,112,0.1280094269999999,0.071116348,0,0,0,256,229,20,1
312616,26,20,8.666666667000001,7215,0,44659.42857,4,49,72,112,9.596437802,15.994063,0,0,1,8192,229,20,1
71225628,56,20,7.0,5840,0,5478894.462,1,1,172,132,0.112319122,0.084239341,0,0,0,256,229,20,1
798079,26,20,8.666666667000001,10135,0,133013.1667,65,65,72,92,3.759026362,5.012035149,0,0,1,8192,229,20,1
817817,26,20,8.666666667000001,8760,0,116831.0,39,168,72,112,3.668302322,6.113837202999999,0,0,1,8192,229,20,1
1274722,26,20,8.666666667000001,5840,0,182103.1429,21,65,72,112,2.353454322,3.92242387,0,0,1,8192,229,20,1
107086,26,20,8.666666667000001,5840,0,13385.75,4,84,72,132,28.01486656,56.02973311,0,0,2,8192,229,20,1
1405631,26,20,8.666666667000001,11595,0,234271.8333,1,1,72,92,2.134272793,2.845697057,0,0,1,8192,229,20,1
70540375,62,20,6.888888889,5840,0,5038598.214,1,3,192,132,0.127586506,0.085057671,0,0,0,256,229,20,1
1438608,26,20,8.666666667000001,5840,0,179826.0,46,78,72,132,2.085349171,4.170698342,0,0,2,8192,229,20,1
725318,26,20,8.666666667000001,4380,0,90664.75,15,394,72,132,4.136116848,8.272233696,0,0,2,8192,229,20,1
293175,26,20,8.666666667000001,11595,0,48862.5,3,3,72,92,10.23279611,13.64372815,0,0,1,8192,229,20,1
182,64,32,32.0,81,81,60.66666667,0,1,80,80,10989.01099,10989.01099,32,0,1,-1,-1,40,0
256,64,32,32.0,129,129,85.33333333,1,1,64,64,7812.5,7812.5,32,0,1,-1,-1,32,0
285,64,32,32.0,129,129,95.0,1,1,40,40,7017.54386,7017.54386,32,0,1,-1,-1,20,0
251,64,32,32.0,102,102,83.66666667,48,48,40,40,7968.127490000003,7968.127490000003,32,0,1,-1,-1,20,0
311,0,0,0.0,0,0,311.0,311,311,64,0,6430.868167000001,0.0,0,0,0,30016,-1,32,0
183,12,6,6.0,0,0,183.0,183,183,40,0,10928.96175,0.0,6,0,0,64209,-1,20,0
20897,12,6,6.0,0,0,20897.0,20897,20897,40,0,95.70751783,0.0,6,0,0,254,-1,20,0
23847,6,6,6.0,6,6,23847.0,23847,0,20,20,41.93399589,41.93399589,6,1,1,252,64,20,0
115491696,1012,630,46.0,1418,0,2961325.538,3,3,712,584,0.190489886,0.155855361,0,0,0,29200,358,32,0
5315648,6,6,6.0,6,6,885941.3333,1,0,20,120,0.188123819,1.128742911,6,1,6,229,0,20,0
2040644,6,6,6.0,6,6,340107.3333,3,0,20,120,0.490041379,2.940248275,6,1,6,229,0,20,0
12878245,6,6,6.0,6,6,2575649.0,3,0,20,100,0.077650332,0.38825166,6,1,5,229,0,20,0
12882291,6,6,6.0,6,6,2147048.5,3,0,20,120,0.077625944,0.4657556639999999,6,1,6,229,0,20,0
10142213,1375,1375,1375.0,6,0,1690368.833,4,0,20,132,0.098597811,0.591586866,0,1,6,229,0,20,0
10143225,6,6,6.0,6,6,1690537.5,0,0,20,120,0.098587974,0.5915278420000001,6,1,6,229,0,20,0
8151259,6,6,6.0,6,6,1358543.167,1,0,20,120,0.122680435,0.73608261,6,1,6,229,0,20,0
1177065,11601,7215,2900.25,20,0,196177.5,0,164,92,72,3.3982830180000003,2.548712263,0,0,0,29200,256,20,0
2074258,6,6,6.0,6,6,414851.6,1,0,20,100,0.482100105,2.410500526,6,1,5,229,0,20,0
71263378,11607,4380,1658.142857,20,0,4750891.867,0,17,152,192,0.098227171,0.126292077,0,1,1,229,256,20,0
58213,1375,1375,1375.0,6,0,11642.6,3,0,20,112,17.17829351,85.89146754,0,1,5,229,0,20,0
977940,6,6,6.0,6,6,195588.0,3,0,20,100,1.022557621,5.112788106,6,1,5,229,0,20,0
979890,6,6,6.0,6,6,163315.0,4,0,20,120,1.020522712,6.12313627,6,1,6,229,0,20,0
984937,6,6,6.0,6,6,196987.4,3,0,20,100,1.015293364,5.07646682,6,1,5,229,0,20,0
71053459,12982,11595,2596.4,20,0,5465650.692000002,1,187,112,204,0.070369551,0.1266651919999999,0,1,1,229,256,20,0
9214592,6,6,6.0,6,6,1535765.333,234,0,20,120,0.108523524,0.651141147,6,1,6,229,0,20,0
6605544,6,6,6.0,6,6,1100924.0,3,0,20,120,0.151387986,0.908327914,6,1,6,229,0,20,0
4854671,1375,1375,1375.0,6,0,970934.2,1,0,20,112,0.205987182,1.029935911,0,1,5,229,0,20,0
70725406,11607,5840,1658.142857,20,0,4715027.067,1,9,152,192,0.098974335,0.127252716,0,1,1,229,256,20,0
7384281,6,6,6.0,6,6,1476856.2,6,0,20,100,0.135422799,0.677113994,6,1,5,229,0,20,0
3370184,1375,1375,1375.0,6,0,674036.8,0,0,20,112,0.296719704,1.483598522,0,1,5,229,0,20,0
78,0,0,0.0,0,0,39.0,30,0,32,64,12820.51282,25641.02564,0,1,2,243,290,32,0
57,6,6,6.0,6,6,57.0,57,0,20,20,17543.85965,17543.85965,6,1,1,115,254,20,0
82,6,6,6.0,6,6,82.0,82,0,20,20,12195.12195,12195.12195,6,1,1,123,251,20,0
841114,26,20,8.666666667000001,7300,0,120159.1429,4,4,72,112,3.56669845,5.944497417000001,0,0,1,8192,229,20,1
1920915,30,6,6.0,0,0,480228.75,1,1,100,0,2.60292621,0.0,6,0,0,256,-1,20,1
929690,20,20,10.0,8760,0,185938.0,35,4736,52,92,2.151254719,4.302509439,0,0,2,8192,229,20,1
8178479,30,6,6.0,0,0,2044619.75,226,226,100,0,0.611360621,0.0,6,0,0,256,-1,20,1
4063937,30,6,6.0,0,0,1015984.25,1,1,100,0,1.230334033,0.0,6,0,0,256,-1,20,1
778115,30,6,6.0,0,0,194528.75,163,163,100,0,6.425785392000001,0.0,6,0,0,256,-1,20,1
52334,26,20,8.666666667000001,11595,0,8722.333333,5,182,72,92,57.32411052,76.43214736,0,0,1,8192,229,20,1
5771865,30,6,6.0,0,0,1442966.25,3,3,100,0,0.8662711270000001,0.0,6,0,0,256,-1,20,1
903359,26,20,8.666666667000001,4380,0,129051.2857,20,52,72,112,3.320938852,5.534898086,0,0,1,8192,229,20,1
47528,20,20,10.0,4380,0,7921.333333,15,8988,52,112,42.08045784,105.2011446,0,0,2,8192,229,20,1
29012,24,6,6.0,0,0,9670.666667,4,4,80,0,137.8739832,0.0,6,0,0,256,-1,20,1
1000333,26,20,8.666666667000001,4380,0,125041.625,55,985,72,132,2.9990013330000003,5.998002665,0,0,2,8192,229,20,1
1012341,26,20,8.666666667000001,10135,0,144620.1429,4,49,72,112,2.963428331,4.939047218,0,0,1,8192,229,20,1
6612258,24,6,6.0,0,0,2204086.0,2,2,80,0,0.604937073,0.0,6,0,0,256,-1,20,1
666980,26,20,8.666666667000001,8675,0,95282.85714,5,74,72,112,4.497885994,7.496476656,0,0,1,8192,229,20,1
3573931,30,6,6.0,0,0,893482.75,3,3,100,0,1.399019735,0.0,6,0,0,256,-1,20,1
2623939,24,6,6.0,0,0,874646.3333,3,3,80,0,1.524425682,0.0,6,0,0,256,-1,20,1
547399,24,6,6.0,0,0,182466.3333,3,3,80,0,7.307284083,0.0,6,0,0,256,-1,20,1
991229,26,20,8.666666667000001,5840,0,123903.625,3,3,72,132,3.026545834,6.053091667,0,0,2,8192,229,20,1
8601784,24,6,6.0,0,0,2867261.333,994,994,80,0,0.465019814,0.0,6,0,0,256,-1,20,1
790425,26,20,8.666666667000001,5755,0,98803.125,2,66,72,132,3.795426511,7.590853022,0,0,2,8192,229,20,1
10266733,24,6,6.0,0,0,3422244.333,3,3,80,0,0.389607872,0.0,6,0,0,256,-1,20,1
403301,26,20,8.666666667000001,10135,0,57614.42857,12,209,72,112,7.438612847000001,12.39768808,0,0,1,8192,229,20,1
4241928,30,6,6.0,0,0,1060482.0,1,1,100,0,1.178709304,0.0,6,0,0,256,-1,20,1
1184740,26,20,8.666666667000001,4380,0,148092.5,18,98,72,132,2.5322011580000003,5.064402316000001,0,0,2,8192,229,20,1
4644899,24,6,6.0,0,0,1548299.667,1,1,80,0,0.861159737,0.0,6,0,0,256,-1,20,1
30227,24,6,6.0,0,0,10075.66667,235,235,80,0,132.332021,0.0,6,0,0,256,-1,20,1
10114745,24,6,6.0,0,0,3371581.667,4,4,80,0,0.3954622679999999,0.0,6,0,0,256,-1,20,1
12043757,24,6,6.0,0,0,4014585.667,4,4,80,0,0.3321222769999999,0.0,6,0,0,256,-1,20,1
10045748,24,6,6.0,0,0,3348582.667,3,3,80,0,0.3981784129999999,0.0,6,0,0,256,-1,20,1
9774188,24,6,6.0,0,0,3258062.667,317,317,80,0,0.409241156,0.0,6,0,0,256,-1,20,1
3020950,24,6,6.0,0,0,1006983.333,995,995,80,0,1.324086794,0.0,6,0,0,256,-1,20,1
3016926,24,6,6.0,0,0,1005642.0,3,3,80,0,1.325852871,0.0,6,0,0,256,-1,20,1
2962993,24,6,6.0,0,0,987664.3333,1,1,80,0,1.349986315,0.0,6,0,0,256,-1,20,1
2106956,30,6,6.0,0,0,526739.0,0,0,100,0,2.373091797,0.0,6,0,0,256,-1,20,1
6906773,24,6,6.0,0,0,2302257.667,3,3,80,0,0.5791416629999999,0.0,6,0,0,256,-1,20,1
6708902,30,6,6.0,0,0,1677225.5,765,765,100,0,0.7452784379999999,0.0,6,0,0,256,-1,20,1
7813638,56,20,7.0,7215,0,710330.7273,1,1,172,92,1.023850862,0.511925431,0,0,0,256,229,20,1
1421707,26,20,8.666666667000001,5840,0,177713.375,3,116,72,132,2.110139431,4.220278862,0,0,2,8192,229,20,1
71065479,56,20,7.0,8760,0,6460498.091,1,1,172,92,0.112572238,0.056286119,0,0,0,256,229,20,1
1075075,26,20,8.666666667000001,5840,0,153582.1429,1,1,72,112,2.790502988,4.650838314,0,0,1,8192,229,20,1
1075085,26,20,8.666666667000001,7300,0,153583.5714,6,51,72,112,2.790477032,4.650795053,0,0,1,8192,229,20,1
788423,26,20,8.666666667000001,5840,0,98552.875,2,2,72,132,3.805064033,7.6101280660000015,0,0,2,8192,229,20,1
648845,26,20,8.666666667000001,11595,0,108140.8333,12,18,72,92,4.623600398,6.16480053,0,0,1,8192,229,20,1
633677,26,20,8.666666667000001,5840,0,79209.625,3,3,72,132,4.734273139,9.468546278,0,0,2,8192,229,20,1
1505329,26,20,8.666666667000001,7300,0,215047.0,33,33,72,112,1.99291982,3.321533034,0,0,1,8192,229,20,1
882388,26,20,8.666666667000001,5840,0,110298.5,3,48,72,132,3.399864912,6.799729824,0,0,2,8192,229,20,1
72679880,56,20,7.0,4380,0,6056656.667,1,1,172,112,0.110071728,0.06879483,0,0,0,256,229,20,1
1800152,26,20,8.666666667000001,5840,0,257164.5714,4,48,72,112,1.6665259380000002,2.77754323,0,0,1,8192,229,20,1
32656,26,20,8.666666667000001,5840,0,4665.142857,2,2,72,112,91.86673199,153.11122,0,0,1,8192,229,20,1
995749,26,20,8.666666667000001,8760,0,165958.1667,8,85,72,92,3.012807444,4.0170765930000005,0,0,1,8192,229,20,1
1510875,26,20,8.666666667000001,4380,0,188859.375,3,75,72,132,1.985604368,3.971208737,0,0,2,8192,229,20,1
34295,26,20,8.666666667000001,8760,0,5715.833333,55,228,72,92,87.4763085,116.635078,0,0,1,8192,229,20,1
71745419,56,20,7.0,5840,0,5124672.786,1,1,172,152,0.1115053769999999,0.097567205,0,0,0,256,229,20,1
887812,26,20,8.666666667000001,7215,0,126830.2857,3,49,72,112,3.379093772,5.631822954,0,0,1,8192,229,20,1
1004023,26,20,8.666666667000001,11595,0,167337.1667,2,147,72,92,2.987979359,3.983972479,0,0,1,8192,229,20,1
80187907,56,20,7.0,7300,0,6682325.583,3,4,172,112,0.0997656669999999,0.062353542,0,0,0,256,229,20,1
73010196,56,20,7.0,8760,0,6637290.545,2,2,172,92,0.1095737369999999,0.0547868679999999,0,0,0,256,229,20,1
446282,26,20,8.666666667000001,10135,0,74380.33333,91,452,72,92,6.722207035,8.962942713,0,0,1,8192,229,20,1
734025,26,20,8.666666667000001,5840,0,91753.125,4,4,72,132,4.087054256,8.174108511,0,0,2,8192,229,20,1
73291429,62,20,6.888888889,4380,0,5235102.071,0,0,192,132,0.1227974419999999,0.081864961,0,0,0,256,229,20,1
1211836,26,20,8.666666667000001,7300,0,173119.4286,2,20,72,112,2.475582505,4.125970841,0,0,1,8192,229,20,1
70958,180,45,45.0,142,142,10136.85714,3,3,80,80,56.37137462,56.37137462,45,0,1,-1,-1,20,0
139,12,6,6.0,0,0,139.0,139,139,40,0,14388.48921,0.0,6,0,0,256,-1,20,0
3,12,6,6.0,0,0,3.0,3,3,40,0,666666.6667,0.0,6,0,0,0,-1,20,0
115937784,1704,501,68.16,1460,0,2576395.2,3,3,520,432,0.215632895,0.181131632,0,0,0,29200,5120,20,0
118112657,870,435,48.33333333,746,0,3691020.531,46,56737,584,488,0.152396876,0.1269973969999999,0,0,0,29200,349,32,0
72045,72,36,36.0,143,143,24015.0,3,3,80,80,27.76042751,27.76042751,36,0,1,-1,-1,40,0
70446,60,30,30.0,208,208,23482.0,4,48,64,80,28.39054027,28.39054027,30,0,1,-1,-1,32,0
53706,68,34,34.0,113,113,17902.0,1,1,80,40,37.23978699,37.23978699,34,0,1,-1,-1,40,0
5441366,0,0,0.0,0,0,1088273.2,60,24208,136,80,0.735109529,0.367554765,0,0,0,29200,28960,32,0
5023,0,0,0.0,0,0,5023.0,5023,5023,64,0,398.1684252,0.0,0,0,0,237,-1,32,0
117476505,2185,437,91.04166667,796,0,2865280.61,16,113,776,584,0.20429617,0.1532221269999999,0,0,0,29200,294,32,0
1010986,0,0,0.0,6,6,202197.2,517,500660,92,60,2.967400142,2.967400142,0,0,1,8192,0,28,0
11521870,6,6,6.0,6,6,2304374.0,1,0,20,100,0.086791467,0.433957335,6,1,5,229,0,20,0
10766647,6,6,6.0,6,6,2153329.4,0,0,20,100,0.0928794269999999,0.4643971329999999,6,1,5,229,0,20,0
70864629,11613,4380,1659.0,20,0,4724308.6,1,31,152,192,0.098779886,0.127002711,0,1,1,229,256,20,0
71384876,11613,5840,1659.0,20,0,4461554.75,1,48,152,212,0.0980599869999999,0.140085695,0,1,1,229,256,20,0
6761770,6,6,6.0,6,6,1126961.667,3,0,20,120,0.147890271,0.8873416279999999,6,1,6,229,0,20,0
936338,6,6,6.0,6,6,187267.6,3,0,20,100,1.067990405,5.339952026000001,6,1,5,229,0,20,0
5108431,6,6,6.0,6,6,1021686.2,3,0,20,100,0.195754822,0.978774109,6,1,5,229,0,20,0
5075362,6,6,6.0,6,6,845893.6667,1,0,20,120,0.197030281,1.182181685,6,1,6,229,0,20,0
5103452,6,6,6.0,6,6,1020690.4,183,0,20,100,0.195945803,0.979729015,6,1,5,229,0,20,0
4027340,1375,1375,1375.0,6,0,805468.0,4,0,20,112,0.24830285,1.24151425,0,1,5,229,0,20,0
1070106,6,6,6.0,6,6,214021.2,3,0,20,100,0.934486864,4.67243432,6,1,5,229,0,20,0
7470713,6,6,6.0,6,6,1245118.833,0,0,20,120,0.1338560319999999,0.8031361929999999,6,1,6,229,0,20,0
2564952,1375,1375,1375.0,6,0,427492.0,3,0,20,132,0.389870844,2.339225062,0,1,6,229,0,20,0
